declaration_id,donation_id_transparency,donation_amount,donation_range,donation_type,donation_year,donation_date,donation_origin,recipient_id_transparency,person_id_recipient,recipient_type,recipient_person_entry,recipient_last_name,recipient_name,recipient_party,donor_id_transparency,company_id_transparency,person_id_transparency,donor_type,donor_person_entry,donor_last_name_01,donor_name_01,donor_gender_01,donor_last_name_02,donor_name_02,donor_gender_02,source_name,additional_notes
,DO201901495,"702,90 €","500,00-5.000,00",contribution,2019,29/03/2019,,RE00001,,Partito o movimento politico,,	Union Valdôtaine,,Union Valdôtaine,DO00228,,,Persona,acheroneugenio,Acheron,Eugenio,M,,,,party_website,
,DO201901375,"623,00 €","500,00-5.000,00",contribution,2019,28/03/2019,,RE00001,,Partito o movimento politico,,	Union Valdôtaine,,Union Valdôtaine,DO00290,,,Persona,baroccojean,Barocco,Jean,M,,,,party_website,
34567,DO201800171,"5.171,00 €","5.000,01-10.000,00",contribution,2018,,,RE00001,,Partito o movimento politico,,	Union Valdôtaine,,Union Valdôtaine,DO00609,,,Persona,farcozjoel,Farcoz,Joel,M,,,,joint_declaration,
,DO201900536,"3.000,00 €","500,00-5.000,00",contribution,2019,19/02/2019,,RE00001,,Partito o movimento politico,,	Union Valdôtaine,,Union Valdôtaine,DO00609,,,Persona,farcozjoel,Farcoz,Joel,M,,,,party_website,
34568,DO201800744,"16.500,00 €","10.000,01-50.000,00",contribution,2018,,,RE00001,,Partito o movimento politico,,	Union Valdôtaine,,Union Valdôtaine,DO00784,,PE00495,Parlamentare o membro del Governo,laniecealbert,Laniece,Albert,M,,,,joint_declaration,
,DO201902035,"8.000,00 €","5.000,01-10.000,00",contribution,2019,24/04/2019,,RE00001,,Partito o movimento politico,,	Union Valdôtaine,,Union Valdôtaine,DO00784,,PE00495,Parlamentare o membro del Governo,laniecealbert,Laniece,Albert,M,,,,party_website,
,DO201904060,"8.400,00 €","5.000,01-10.000,00",contribution,2019,17/07/2019,,RE00001,,Partito o movimento politico,,	Union Valdôtaine,,Union Valdôtaine,DO00784,,PE00495,Parlamentare o membro del Governo,laniecealbert,Laniece,Albert,M,,,,party_website,
,DO201902696,"500,00 €","500,00-5.000,00",contribution,2019,15/05/2019,,RE00001,,Partito o movimento politico,,	Union Valdôtaine,,Union Valdôtaine,DO01117,,,Persona,riniemilymarinella,Rini,Emily Marinella,F,,,,party_website,
,DO201900057,"1.000,00 €","500,00-5.000,00",contribution,2019,15/01/2019,,RE00001,,Partito o movimento politico,,	Union Valdôtaine,,Union Valdôtaine,DO01147,,,Persona,rossetthierry,Rosset,Thierry,M,,,,party_website,
,DO201900389,"800,00 €","500,00-5.000,00",contribution,2019,11/02/2019,,RE00001,,Partito o movimento politico,,	Union Valdôtaine,,Union Valdôtaine,DO01258,,,Persona,sucquetmarco,Sucquet,Marco,M,,,,party_website,
,DO201900741,"924,49 €","500,00-5.000,00",contribution,2019,28/02/2019,,RE00001,,Partito o movimento politico,,	Union Valdôtaine,,Union Valdôtaine,DO01280,,,Persona,testolinrenzo,Testolin,Renzo,M,,,,party_website,
,DO201901376,"643,72 €","500,00-5.000,00",contribution,2019,28/03/2019,,RE00001,,Partito o movimento politico,,	Union Valdôtaine,,Union Valdôtaine,DO01280,,,Persona,testolinrenzo,Testolin,Renzo,M,,,,party_website,
,DO201902212,"643,72 €","500,00-5.000,00",contribution,2019,30/04/2019,,RE00001,,Partito o movimento politico,,	Union Valdôtaine,,Union Valdôtaine,DO01280,,,Persona,testolinrenzo,Testolin,Renzo,M,,,,party_website,
,DO201902852,"643,72 €","500,00-5.000,00",contribution,2019,28/05/2019,,RE00001,,Partito o movimento politico,,	Union Valdôtaine,,Union Valdôtaine,DO01280,,,Persona,testolinrenzo,Testolin,Renzo,M,,,,party_website,
,DO201903573,"643,72 €","500,00-5.000,00",contribution,2019,28/06/2019,,RE00001,,Partito o movimento politico,,	Union Valdôtaine,,Union Valdôtaine,DO01280,,,Persona,testolinrenzo,Testolin,Renzo,M,,,,party_website,
,DO201904326,"643,72 €","500,00-5.000,00",contribution,2019,30/07/2019,,RE00001,,Partito o movimento politico,,	Union Valdôtaine,,Union Valdôtaine,DO01280,,,Persona,testolinrenzo,Testolin,Renzo,M,,,,party_website,
,DO201904732,"643,72 €","500,00-5.000,00",contribution,2019,28/08/2019,,RE00001,,Partito o movimento politico,,	Union Valdôtaine,,Union Valdôtaine,DO01280,,,Persona,testolinrenzo,Testolin,Renzo,M,,,,party_website,
,DO201904011,"1.000,00 €","500,00-5.000,00",contribution,2019,11/07/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00244,,,Persona,ambrosiniileanaberenice,Ambrosini,Ileana Berenice ,F,,,,party_website,
,DO201903176,"1.000,00 €","500,00-5.000,00",contribution,2019,01/06/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00007,,,Associazione o fondazione,,Associazione radicale Aglietta,,,,,,party_website,
,DO201902543,"1.000,00 €","500,00-5.000,00",contribution,2019,07/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00267,,,Persona,autorinoannaalba,Autorino,Anna Alba,F,,,,party_website,
,DO201902545,"1.000,00 €","500,00-5.000,00",contribution,2019,07/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00281,,,Persona,banfiemanuelapaola,Banfi,Emanuela Paola,F,,,,party_website,
,DO201902247,"1.000,00 €","500,00-5.000,00",contribution,2019,30/04/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00326,,,Persona,bernonigiuseppearnaldo,Bernoni,Giuseppe Arnaldo,M,,,,party_website,
,DO201901240,"10.000,00 €","5.000,01-10.000,00",contribution,2019,18/03/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00331,,,Persona,bianchimario,Bianchi,Mario,M,,,,party_website,
,DO201902640,"5.000,00 €","500,00-5.000,00",contribution,2019,09/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00331,,,Persona,bianchimario,Bianchi,Mario,M,,,,party_website,
,DO201900126,"99.789,00 €","50.000,01-100.000,00",contribution,2019,30/01/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00350,,,Persona,boltontamiko,Bolton,Tamiko,F,,,,party_website,
,DO201902671,"30.000,00 €","10.000,01-50.000,00",contribution,2019,10/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00357,,PE00107,Parlamentare o membro del Governo,boninoemma,Bonino,Emma,F,,,,party_website,
,DO201904568,"8.850,00 €","5.000,01-10.000,00",contribution,2019,02/08/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00357,,PE00107,Parlamentare o membro del Governo,boninoemma,Bonino,Emma,F,,,,party_website,
,DO201902693,"3.000,00 €","500,00-5.000,00",contribution,2019,14/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00409,,,Persona,cantisaninicola,Cantisani,Nicola,M,,,,party_website,
,DO201902359,"1.000,00 €","500,00-5.000,00",contribution,2019,02/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00444,,,Persona,cattaneofrancesco,Cattaneo,Francesco,M,,,,party_website,
,DO201902252,"1.000,00 €","500,00-5.000,00",contribution,2019,30/04/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00459,,,Persona,ceramario,Cera,Mario,M,,,,party_website,
,DO201902088,"10.000,00 €","5.000,01-10.000,00",contribution,2019,26/04/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00481,,,Persona,coggipaola,Coggi,Paola,F,,,,party_website,
,DO201904634,"1.000,00 €","500,00-5.000,00",contribution,2019,13/08/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00502,,,Persona,corniolafabio,Corniola,Fabio,M,,,,party_website,
,DO201902549,"1.000,00 €","500,00-5.000,00",contribution,2019,07/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00506,,,Persona,costanzopaolo,Costanzo,Paolo,M,,,,party_website,
,DO201902742,"1.200,00 €","500,00-5.000,00",contribution,2019,21/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00620,,,Persona,federicigiorgio,Federici,Giorgio,M,,,,party_website,
,DO201902363,"1.000,00 €","500,00-5.000,00",contribution,2019,02/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00648,,,Persona,formicapaolo,Formica,Paolo,M,,,,party_website,
,DO201902699,"1.000,00 €","500,00-5.000,00",contribution,2019,15/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00670,,,Persona,fumagallisilvano,Fumagalli,Silvano ,M,,,,party_website,
,DO201902683,"4.000,00 €","500,00-5.000,00",contribution,2019,13/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00672,,PE00403,Parlamentare o membro del Governo,fusacchiaalessandro,Fusacchia,Alessandro,M,,,,party_website,
,DO201902515,"2.000,00 €","500,00-5.000,00",contribution,2019,06/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00679,,,Persona,galeazzigiorgio,Galeazzi,Giorgio,M,,,,party_website,
,DO201902717,"2.000,00 €","500,00-5.000,00",contribution,2019,20/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00684,,,Persona,galtierifranco,Galtieri,Franco,M,Gaudiano,Gemma,F,party_website,
,DO201902589,"5.000,00 €","500,00-5.000,00",contribution,2019,07/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00762,,,Persona,holzeisenrenate,Holzeisen,Renate,F,,,,party_website,
,DO201902335,"4.900,00 €","500,00-5.000,00",contribution,2019,30/04/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00801,,,Persona,lipovsekjasmin,Lipovsek,Jasmin,F,,,,party_website,
,DO201902681,"3.000,00 €","500,00-5.000,00",contribution,2019,13/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00829,,PE00540,Parlamentare o membro del Governo,magiriccardo,Magi,Riccardo,M,,,,party_website,
,DO201901595,"10.000,00 €","5.000,01-10.000,00",contribution,2019,29/03/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00854,,,Persona,marazzimarco,Marazzi,Marco,M,,,,party_website,
,DO201901925,"10.000,00 €","5.000,01-10.000,00",contribution,2019,11/04/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00854,,,Persona,marazzimarco,Marazzi,Marco,M,,,,party_website,
,DO201901974,"10.000,00 €","5.000,01-10.000,00",contribution,2019,17/04/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00854,,,Persona,marazzimarco,Marazzi,Marco,M,,,,party_website,
,DO201901975,"10.000,00 €","5.000,01-10.000,00",contribution,2019,17/04/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00854,,,Persona,marazzimarco,Marazzi,Marco,M,,,,party_website,
,DO201902336,"5.000,00 €","500,00-5.000,00",contribution,2019,30/04/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00854,,,Persona,marazzimarco,Marazzi,Marco,M,,,,party_website,
,DO201902716,"10.000,00 €","5.000,01-10.000,00",contribution,2019,17/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00886,,,Persona,mastrocinqueachille,Mastrocinque,Achille,M,,,,party_website,
,DO201902701,"15.000,00 €","10.000,01-50.000,00",contribution,2019,15/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO00123,,,Società o professionista,,Mistral srl - Roma,,,,,,party_website,
,DO201902016,"550,00 €","500,00-5.000,00",contribution,2019,24/04/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO01009,,,Persona,pasettogiorgio,Pasetto,Giorgio,M,,,,party_website,
,DO201902714,"2.000,00 €","500,00-5.000,00",contribution,2019,17/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO01010,,,Persona,pastorellagiulia,Pastorella,Giulia,F,,,,party_website,
,DO201902653,"1.000,00 €","500,00-5.000,00",contribution,2019,10/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO01059,,,Persona,pittamarcello,Pitta,Marcello,M,,,,party_website,
,DO201902754,"2.000,00 €","500,00-5.000,00",contribution,2019,22/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO01100,,,Persona,rattazzidelfina,Rattazzi,Delfina,F,,,,party_website,
,DO201902011,"5.000,00 €","500,00-5.000,00",contribution,2019,23/04/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO01099,,,Persona,rattazzilupo,Rattazzi,Lupo,M,,,,party_website,
,DO201902698,"1.000,00 €","500,00-5.000,00",contribution,2019,15/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO01112,,,Persona,ricciantonello,Ricci,Antonello,M,,,,party_website,
,DO201901992,"550,00 €","500,00-5.000,00",contribution,2019,23/04/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO01118,,,Persona,rinoldidinoguido,Rinoldi,Dino Guido,M,,,,party_website,
,DO201902442,"1.000,00 €","500,00-5.000,00",contribution,2019,03/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO01123,,,Persona,rittatorevonwillerandrea,Rittatore Vonwiller,Andrea,M,,,,party_website,
,DO201901945,"1.000,00 €","500,00-5.000,00",contribution,2019,15/04/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO01161,,,Persona,ruffattilorenzo,Ruffatti,Lorenzo,M,,,,party_website,
,DO201902764,"1.664,00 €","500,00-5.000,00",service,2019,23/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO01161,,,Persona,ruffattilorenzo,Ruffatti,Lorenzo,M,,,,party_website,
,DO201902358,"1.000,00 €","500,00-5.000,00",contribution,2019,02/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO01190,,,Persona,savoiaantonio,Savoia,Antonio,M,,,,party_website,
,DO201901300,"1.000,00 €","500,00-5.000,00",contribution,2019,26/03/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO01217,,,Persona,severatidiana,Severati,Diana,F,,,,party_website,
,DO201902061,"1.000,00 €","500,00-5.000,00",contribution,2019,26/04/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO01226,,,Persona,sindonamarco,Sindona,Marco,M,,,,party_website,
,DO201900078,"99.789,00 €","50.000,01-100.000,00",contribution,2019,22/01/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO01233,,,Persona,sorosgeorge,Soros,George,M,,,,party_website,
,DO201902551,"1.000,00 €","500,00-5.000,00",contribution,2019,07/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO01240,,,Persona,speronistefanoandreagiovanni,Speroni,Stefano Andrea Giovanni,M,,,,party_website,
,DO201902497,"1.000,00 €","500,00-5.000,00",contribution,2019,06/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO01256,,,Persona,striklieverslorenzo,Strik Lievers,Lorenzo,M,,,,party_website,
,DO201902547,"1.000,00 €","500,00-5.000,00",contribution,2019,07/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO01275,,,Persona,tedeschigiulio,Tedeschi,Giulio,M,,,,party_website,
,DO201902715,"2.500,00 €","500,00-5.000,00",contribution,2019,17/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO01295,,,Persona,tortoricigirolamo,Tortorici,Girolamo,M,,,,party_website,
,DO201902441,"1.000,00 €","500,00-5.000,00",contribution,2019,03/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO01334,,,Persona,veggettialbertomaria,Veggetti,Alberto Maria,M,,,,party_website,
,DO201902590,"5.000,00 €","500,00-5.000,00",contribution,2019,07/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO01346,,,Persona,violasimonaemanuelaanna,Viola,Simona Emanuela Anna,F,,,,party_website,
,DO201903726,"1.000,00 €","500,00-5.000,00",contribution,2019,01/07/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO01346,,,Persona,violasimonaemanuelaanna,Viola,Simona Emanuela Anna,F,,,,party_website,
,DO201902203,"1.000,00 €","500,00-5.000,00",contribution,2019,30/04/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO01355,,,Persona,volpepasqualino,Volpe,Pasqualino,M,Triacca,Fiorella,F,party_website,
,DO201902686,"550,00 €","500,00-5.000,00",contribution,2019,14/05/2019,,RE00002,,Partito o movimento politico,,+Europa,,+Europa,DO01363,,,Persona,yusuflayla,Yusuf,Layla,F,,,,party_website,
33478,DO201800392,"9.250,00 €","5.000,01-10.000,00",contribution,2018,,,RE00003,,Partito o movimento politico,,10 Volte Meglio,,10 Volte Meglio,DO00243,,,Persona,ambroggisilviofrancesco,Ambroggi,Silvio Francesco,M,,,,joint_declaration,
33479,DO201801332,"83.000,00 €","50.000,01-100.000,00",contribution,2018,,,RE00003,,Partito o movimento politico,,10 Volte Meglio,,10 Volte Meglio,DO00249,,,Persona,ammiratiraffaella,Ammirati,Raffaella,F,,,,joint_declaration,
33480,DO201801321,"50.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00003,,Partito o movimento politico,,10 Volte Meglio,,10 Volte Meglio,DO00310,,,Persona,benedikterstefano,Benedikter,Stefano,M,,,,joint_declaration,
33481,DO201800117,"5.000,00 €","500,00-5.000,00",contribution,2018,,,RE00003,,Partito o movimento politico,,10 Volte Meglio,,10 Volte Meglio,DO00324,,,Persona,bernardistefano,Bernardi,Stefano,M,,,,joint_declaration,
33482,DO201800460,"10.000,00 €","5.000,01-10.000,00",contribution,2018,,,RE00003,,Partito o movimento politico,,10 Volte Meglio,,10 Volte Meglio,DO00431,,,Persona,cartolanofrancesco,Cartolano,Francesco,M,,,,joint_declaration,
33483,DO201800321,"8.000,00 €","5.000,01-10.000,00",contribution,2018,,,RE00003,,Partito o movimento politico,,10 Volte Meglio,,10 Volte Meglio,DO00547,,,Persona,demarcomassimiliano,De Marco,Massimiliano,M,,,,joint_declaration,
33484,DO201801331,"81.500,00 €","50.000,01-100.000,00",contribution,2018,,,RE00003,,Partito o movimento politico,,10 Volte Meglio,,10 Volte Meglio,DO00594,,,Persona,dusiandrea,Dusi,Andrea,M,,,,joint_declaration,
33485,DO201801327,"57.300,00 €","50.000,01-100.000,00",contribution,2018,,,RE00003,,Partito o movimento politico,,10 Volte Meglio,,10 Volte Meglio,DO00746,,,Persona,gomierolucio,Gomiero,Lucio,M,,,,joint_declaration,
33486,DO201800824,"20.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00003,,Partito o movimento politico,,10 Volte Meglio,,10 Volte Meglio,DO00868,,,Persona,marinoniandrea,Marinoni,Andrea,M,,,,joint_declaration,
33487,DO201800322,"8.000,00 €","5.000,01-10.000,00",contribution,2018,,,RE00003,,Partito o movimento politico,,10 Volte Meglio,,10 Volte Meglio,DO00909,,,Persona,milanesestefano,Milanese,Stefano,M,,,,joint_declaration,
33488,DO201800657,"13.800,00 €","10.000,01-50.000,00",contribution,2018,,,RE00003,,Partito o movimento politico,,10 Volte Meglio,,10 Volte Meglio,DO00950,,,Persona,musumecimanuel,Musumeci,Manuel,M,,,,joint_declaration,
33489,DO201800461,"10.000,00 €","5.000,01-10.000,00",contribution,2018,,,RE00003,,Partito o movimento politico,,10 Volte Meglio,,10 Volte Meglio,DO00986,,,Persona,paganinmatteo,Paganin,Matteo,M,,,,joint_declaration,
33490,DO201801334,"84.960,00 €","50.000,01-100.000,00",contribution,2018,,,RE00003,,Partito o movimento politico,,10 Volte Meglio,,10 Volte Meglio,DO01008,,,Persona,paserotommasomaria,Pasero,Tommaso Maria,M,,,,joint_declaration,
33491,DO201801325,"52.000,00 €","50.000,01-100.000,00",contribution,2018,,,RE00003,,Partito o movimento politico,,10 Volte Meglio,,10 Volte Meglio,DO01075,,,Persona,pozzimariacristina,Pozzi,Maria Cristina,F,,,,joint_declaration,
33492,DO201800462,"10.000,00 €","5.000,01-10.000,00",contribution,2018,,,RE00003,,Partito o movimento politico,,10 Volte Meglio,,10 Volte Meglio,DO01103,,,Persona,raynerimarco,Rayneri,Marco,M,,,,joint_declaration,
33493,DO201801328,"68.600,00 €","50.000,01-100.000,00",contribution,2018,,,RE00003,,Partito o movimento politico,,10 Volte Meglio,,10 Volte Meglio,DO01135,,,Persona,roccostefano,Rocco,Stefano,M,,,,joint_declaration,
33494,DO201801336,"89.809,00 €","50.000,01-100.000,00",contribution,2018,,,RE00003,,Partito o movimento politico,,10 Volte Meglio,,10 Volte Meglio,DO01180,,,Persona,sanniolamarco,Sanniola,Marco,M,,,,joint_declaration,
33495,DO201801333,"83.268,14 €","50.000,01-100.000,00",contribution,2018,,,RE00003,,Partito o movimento politico,,10 Volte Meglio,,10 Volte Meglio,DO01215,,,Persona,serniaalessio,Sernia,Alessio,M,,,,joint_declaration,
33496,DO201801335,"85.860,00 €","50.000,01-100.000,00",contribution,2018,,,RE00003,,Partito o movimento politico,,10 Volte Meglio,,10 Volte Meglio,DO01310,,,Persona,tufologaetano,Tufolo,Gaetano,M,,,,joint_declaration,
32369,DO201800817,"20.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00026,PE00013,Parlamentare o membro del Governo,alberticasellatimariaelisabetta,Alberti Casellati,Maria Elisabetta,Forza Italia,DO00039,,,Società o professionista,,Bel spa - Milano,,,,,,joint_declaration,
32370,DO201800165,"5.000,00 €","500,00-5.000,00",contribution,2018,,,RE00026,PE00013,Parlamentare o membro del Governo,alberticasellatimariaelisabetta,Alberti Casellati,Maria Elisabetta,Forza Italia,DO01353,,,Persona,vittadellomanuela,Vittadello,Manuela,F,,,,joint_declaration,
33979,DO201801304,"40.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00027,PE00014,Parlamentare o membro del Governo,alderisifrancesca,Alderisi,Francesca,Forza Italia,DO00266,,,Persona,aurianalawrence,Auriana,Lawrence,M,,,,joint_declaration,
,DO201901939,"5.000,00 €","500,00-5.000,00",contribution,2019,12/04/2019,,RE00004,,Partito o movimento politico,,Alternativa Popolare,,Alternativa Popolare,DO01386,,,Persona,adinolfimario,Adinolfi,Mario,M,,,,party_website,
,DO201902046,"5.000,00 €","500,00-5.000,00",contribution,2019,25/04/2019,,RE00004,,Partito o movimento politico,,Alternativa Popolare,,Alternativa Popolare,DO00024,,,Società o professionista,,Agribrio Srl,,,,,,party_website,
,DO201902583,"5.000,00 €","500,00-5.000,00",contribution,2019,07/05/2019,,RE00004,,Partito o movimento politico,,Alternativa Popolare,,Alternativa Popolare,DO00024,,,Società o professionista,,Agribrio Srl,,,,,,party_website,
,DO201902047,"5.000,00 €","500,00-5.000,00",contribution,2019,25/04/2019,,RE00004,,Partito o movimento politico,,Alternativa Popolare,,Alternativa Popolare,DO00024,,,Società o professionista,,Agritrade Srl,,,,,,party_website,
,DO201902584,"5.000,00 €","500,00-5.000,00",contribution,2019,07/05/2019,,RE00004,,Partito o movimento politico,,Alternativa Popolare,,Alternativa Popolare,DO00024,,,Società o professionista,,Agritrade Srl,,,,,,party_website,
,DO201901934,"1.000,00 €","500,00-5.000,00",contribution,2019,12/04/2019,,RE00004,,Partito o movimento politico,,Alternativa Popolare,,Alternativa Popolare,DO00240,,,Persona,allipaolo,Alli,Paolo,M,,,,party_website,
,DO201901951,"5.000,00 €","500,00-5.000,00",contribution,2019,15/04/2019,,RE00004,,Partito o movimento politico,,Alternativa Popolare,,Alternativa Popolare,DO00240,,,Persona,allipaolo,Alli,Paolo,M,,,,party_website,
,DO201902286,"2.500,00 €","500,00-5.000,00",contribution,2019,30/04/2019,,RE00004,,Partito o movimento politico,,Alternativa Popolare,,Alternativa Popolare,DO00268,,,Persona,avagninaluca,Avagnina,Luca,M,,,,party_website,
33422,DO201800554,"10.500,00 €","10.000,01-50.000,00",contribution,2018,,,RE00004,,Partito o movimento politico,,Alternativa Popolare,,Alternativa Popolare,DO00466,,,Persona,cialfiriccardo,Cialfi,Riccardo,M,,,,joint_declaration,
,DO201901924,"5.000,00 €","500,00-5.000,00",contribution,2019,11/04/2019,,RE00004,,Partito o movimento politico,,Alternativa Popolare,,Alternativa Popolare,DO00501,,,Persona,cordanofranco,Cordano,Franco,M,,,,party_website,
33424,DO201800412,"10.000,00 €","5.000,01-10.000,00",contribution,2018,,,RE00004,,Partito o movimento politico,,Alternativa Popolare,,Alternativa Popolare,DO00058,,,Società o professionista,,Cremonini spa - Castelvetro di Modena (MO),,,,,,joint_declaration,
33425,DO201800319,"8.000,00 €","5.000,01-10.000,00",contribution,2018,,,RE00004,,Partito o movimento politico,,Alternativa Popolare,,Alternativa Popolare,DO00093,,,Società o professionista,,Giuseppe Santoro srl - Calata Darsena (GE),,,,,,joint_declaration,
33419,DO201800463,"10.000,00 €","5.000,01-10.000,00",contribution,2018,,,RE00004,,Partito o movimento politico,,Alternativa Popolare,,Alternativa Popolare,DO00748,,,Persona,golinellistefano,Golinelli,Stefano,M,,,,joint_declaration,
33426,DO201801190,"29.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00004,,Partito o movimento politico,,Alternativa Popolare,,Alternativa Popolare,DO00101,,,Società o professionista,,High Quality srl - Roma,,,,,,joint_declaration,
33423,DO201801118,"25.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00004,,Partito o movimento politico,,Alternativa Popolare,,Alternativa Popolare,DO00107,,,Società o professionista,,Idrotherm 2000 srl - Castelnuovo di Garfagnana (LU),,,,,,joint_declaration,
33860,DO201800413,"10.000,00 €","5.000,01-10.000,00",contribution,2018,,,RE00004,,Partito o movimento politico,,Alternativa Popolare,,Alternativa Popolare,DO00119,,,Società o professionista,,Marnavi spa - Napoli,,,,,,joint_declaration,
34944,DO201800414,"10.000,00 €","5.000,01-10.000,00",contribution,2018,,,RE00004,,Partito o movimento politico,,Alternativa Popolare,,Alternativa Popolare,DO00119,,,Società o professionista,,Marnavi spa - Napoli,,,,,,joint_declaration,
33420,DO201801302,"40.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00004,,Partito o movimento politico,,Alternativa Popolare,,Alternativa Popolare,DO01051,,,Persona,pincirolimatteo,Pinciroli,Matteo,M,,,,joint_declaration,
,DO201902667,"2.000,00 €","500,00-5.000,00",contribution,2019,10/05/2019,,RE00004,,Partito o movimento politico,,Alternativa Popolare,,Alternativa Popolare,DO01074,,,Persona,potestiomauro,Potestio,Mauro,M,,,,party_website,
,DO201902003,"1.500,00 €","500,00-5.000,00",contribution,2019,23/04/2019,,RE00004,,Partito o movimento politico,,Alternativa Popolare,,Alternativa Popolare,DO00145,,,Società o professionista,,Projectland Srl,,,,,,party_website,
33421,DO201800464,"10.000,00 €","5.000,01-10.000,00",contribution,2018,,,RE00004,,Partito o movimento politico,,Alternativa Popolare,,Alternativa Popolare,DO01113,,,Persona,riccobonimarco,Riccoboni,Marco,M,,,,joint_declaration,
33427,DO201800408,"9.998,72 €","5.000,01-10.000,00",contribution,2018,,,RE00004,,Partito o movimento politico,,Alternativa Popolare,,Alternativa Popolare,DO00186,,,Società o professionista,,Syncronie srl - Roma,,,,,,joint_declaration,
33859,DO201800265,"7.000,00 €","5.000,01-10.000,00",contribution,2018,,,RE00004,,Partito o movimento politico,,Alternativa Popolare,,Alternativa Popolare,DO01267,,,Persona,tancredicarmine,Tancredi,Carmine,M,,,,joint_declaration,
34938,DO201800323,"8.000,00 €","5.000,01-10.000,00",contribution,2018,,,RE00004,,Partito o movimento politico,,Alternativa Popolare,,Alternativa Popolare,DO01286,,PE00903,Parlamentare o membro del Governo,toccafondigabriele,Toccafondi,Gabriele,M,,,,joint_declaration,
