declaration_id,donation_id_transparency,donation_amount,donation_range,donation_type,donation_year,donation_date,donation_origin,recipient_id_transparency,person_id_recipient,recipient_type,recipient_person_entry,recipient_last_name,recipient_name,recipient_party,donor_id_transparency,company_id_transparency,person_id_transparency,donor_type,donor_person_entry,donor_last_name_01,donor_name_01,donor_gender_01,donor_last_name_02,donor_name_02,donor_gender_02,source_name,additional_notes
,DO201903817,"3.000,00 €","500,00-5.000,00",,2019,01/07/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01142,,PE00791,Parlamentare o membro del Governo,romeomassimiliano,Romeo,Massimiliano,M,,,,party_website,Lega per Salvini Premier
,DO201904567,"3.000,00 €","500,00-5.000,00",,2019,02/08/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01142,,PE00791,Parlamentare o membro del Governo,romeomassimiliano,Romeo,Massimiliano,M,,,,party_website,Lega per Salvini Premier
33911,DO201800360,"8.100,00 €","5.000,01-10.000,00",contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01143,,,Persona,rondinimarco,Rondini,Marco,M,,,,joint_declaration,
35347,DO201800972,"21.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01160,,PE00807,Parlamentare o membro del Governo,rufagianfranco,Rufa,Gianfranco,M,,,,joint_declaration,
,DO201901112,"3.000,00 €","500,00-5.000,00",,2019,05/03/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01160,,PE00807,Parlamentare o membro del Governo,rufagianfranco,Rufa,Gianfranco,M,,,,party_website,Lega per Salvini Premier
,DO201901728,"2.900,00 €","500,00-5.000,00",,2019,02/04/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01160,,PE00807,Parlamentare o membro del Governo,rufagianfranco,Rufa,Gianfranco,M,,,,party_website,Lega per Salvini Premier
,DO201902482,"3.100,00 €","500,00-5.000,00",,2019,03/05/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01160,,PE00807,Parlamentare o membro del Governo,rufagianfranco,Rufa,Gianfranco,M,,,,party_website,Lega per Salvini Premier
,DO201903257,"2.900,00 €","500,00-5.000,00",,2019,04/06/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01160,,PE00807,Parlamentare o membro del Governo,rufagianfranco,Rufa,Gianfranco,M,,,,party_website,Lega per Salvini Premier
,DO201904069,"3.100,00 €","500,00-5.000,00",,2019,19/07/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01160,,PE00807,Parlamentare o membro del Governo,rufagianfranco,Rufa,Gianfranco,M,,,,party_website,Lega per Salvini Premier
,DO201904613,"3.000,00 €","500,00-5.000,00",,2019,06/08/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01160,,PE00807,Parlamentare o membro del Governo,rufagianfranco,Rufa,Gianfranco,M,,,,party_website,Lega per Salvini Premier
35464,DO201800734,"15.999,45 €","10.000,01-50.000,00",contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01175,,PE00820,Parlamentare o membro del Governo,saltamartinibarbara,Saltamartini,Barbara,F,,,,joint_declaration,
,DO201900294,"1.155,00 €","500,00-5.000,00",,2019,05/02/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01175,,PE00820,Parlamentare o membro del Governo,saltamartinibarbara,Saltamartini,Barbara,F,,,,party_website,Lega per Salvini Premier
,DO201900299,"1.417,00 €","500,00-5.000,00",,2019,05/02/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01175,,PE00820,Parlamentare o membro del Governo,saltamartinibarbara,Saltamartini,Barbara,F,,,,party_website,Lega per Salvini Premier
,DO201900314,"1.845,00 €","500,00-5.000,00",,2019,05/02/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01175,,PE00820,Parlamentare o membro del Governo,saltamartinibarbara,Saltamartini,Barbara,F,,,,party_website,Lega per Salvini Premier
,DO201900906,"1.155,00 €","500,00-5.000,00",,2019,01/03/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01175,,PE00820,Parlamentare o membro del Governo,saltamartinibarbara,Saltamartini,Barbara,F,,,,party_website,Lega per Salvini Premier
,DO201900956,"1.845,00 €","500,00-5.000,00",,2019,01/03/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01175,,PE00820,Parlamentare o membro del Governo,saltamartinibarbara,Saltamartini,Barbara,F,,,,party_website,Lega per Salvini Premier
,DO201901935,"3.000,00 €","500,00-5.000,00",,2019,12/04/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01175,,PE00820,Parlamentare o membro del Governo,saltamartinibarbara,Saltamartini,Barbara,F,,,,party_website,Lega per Salvini Premier
,DO201903491,"1.155,00 €","500,00-5.000,00",,2019,26/06/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01175,,PE00820,Parlamentare o membro del Governo,saltamartinibarbara,Saltamartini,Barbara,F,,,,party_website,Lega per Salvini Premier
,DO201903500,"1.845,00 €","500,00-5.000,00",,2019,26/06/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01175,,PE00820,Parlamentare o membro del Governo,saltamartinibarbara,Saltamartini,Barbara,F,,,,party_website,Lega per Salvini Premier
,DO201904096,"1.155,00 €","500,00-5.000,00",,2019,23/07/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01175,,PE00820,Parlamentare o membro del Governo,saltamartinibarbara,Saltamartini,Barbara,F,,,,party_website,Lega per Salvini Premier
,DO201904097,"1.155,00 €","500,00-5.000,00",,2019,23/07/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01175,,PE00820,Parlamentare o membro del Governo,saltamartinibarbara,Saltamartini,Barbara,F,,,,party_website,Lega per Salvini Premier
,DO201904101,"1.845,00 €","500,00-5.000,00",,2019,23/07/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01175,,PE00820,Parlamentare o membro del Governo,saltamartinibarbara,Saltamartini,Barbara,F,,,,party_website,Lega per Salvini Premier
,DO201904102,"1.845,00 €","500,00-5.000,00",,2019,23/07/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01175,,PE00820,Parlamentare o membro del Governo,saltamartinibarbara,Saltamartini,Barbara,F,,,,party_website,Lega per Salvini Premier
34306,DO201800708,"15.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01177,,PE00821,Parlamentare o membro del Governo,salvinimatteo,Salvini,Matteo,M,,,,joint_declaration,
35984,DO201801296,"36.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01177,,PE00821,Parlamentare o membro del Governo,salvinimatteo,Salvini,Matteo,M,,,,joint_declaration,
,DO201901263,"1.820,00 €","500,00-5.000,00",,2019,21/03/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01177,,PE00821,Parlamentare o membro del Governo,salvinimatteo,Salvini,Matteo,M,,,,party_website,Lega per Salvini Premier
,DO201901267,"4.180,00 €","500,00-5.000,00",,2019,21/03/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01177,,PE00821,Parlamentare o membro del Governo,salvinimatteo,Salvini,Matteo,M,,,,party_website,Lega per Salvini Premier
,DO201902916,"1.820,00 €","500,00-5.000,00",,2019,28/05/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01177,,PE00821,Parlamentare o membro del Governo,salvinimatteo,Salvini,Matteo,M,,,,party_website,Lega per Salvini Premier
,DO201902961,"4.180,00 €","500,00-5.000,00",,2019,28/05/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01177,,PE00821,Parlamentare o membro del Governo,salvinimatteo,Salvini,Matteo,M,,,,party_website,Lega per Salvini Premier
,DO201903360,"910,00 €","500,00-5.000,00",,2019,13/06/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01177,,PE00821,Parlamentare o membro del Governo,salvinimatteo,Salvini,Matteo,M,,,,party_website,Lega per Salvini Premier
,DO201903365,"2.090,00 €","500,00-5.000,00",,2019,13/06/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01177,,PE00821,Parlamentare o membro del Governo,salvinimatteo,Salvini,Matteo,M,,,,party_website,Lega per Salvini Premier
,DO201904100,"1.820,00 €","500,00-5.000,00",,2019,23/07/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01177,,PE00821,Parlamentare o membro del Governo,salvinimatteo,Salvini,Matteo,M,,,,party_website,Lega per Salvini Premier
,DO201904107,"4.180,00 €","500,00-5.000,00",,2019,23/07/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01177,,PE00821,Parlamentare o membro del Governo,salvinimatteo,Salvini,Matteo,M,,,,party_website,Lega per Salvini Premier
34317,DO201801256,"30.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01178,,,Persona,salzanociro,Salzano,Ciro,M,,,,joint_declaration,
35348,DO201801316,"44.557,33 €","10.000,01-50.000,00",contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01181,,PE00827,Parlamentare o membro del Governo,saponaramaria,Saponara,Maria,F,,,,joint_declaration,
,DO201900140,"910,00 €","500,00-5.000,00",,2019,31/01/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01181,,PE00827,Parlamentare o membro del Governo,saponaramaria,Saponara,Maria,F,,,,party_website,Lega per Salvini Premier
,DO201900182,"2.090,00 €","500,00-5.000,00",,2019,31/01/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01181,,PE00827,Parlamentare o membro del Governo,saponaramaria,Saponara,Maria,F,,,,party_website,Lega per Salvini Premier
,DO201900891,"910,00 €","500,00-5.000,00",,2019,01/03/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01181,,PE00827,Parlamentare o membro del Governo,saponaramaria,Saponara,Maria,F,,,,party_website,Lega per Salvini Premier
,DO201900979,"2.090,00 €","500,00-5.000,00",,2019,01/03/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01181,,PE00827,Parlamentare o membro del Governo,saponaramaria,Saponara,Maria,F,,,,party_website,Lega per Salvini Premier
,DO201901322,"910,00 €","500,00-5.000,00",,2019,27/03/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01181,,PE00827,Parlamentare o membro del Governo,saponaramaria,Saponara,Maria,F,,,,party_website,Lega per Salvini Premier
,DO201901367,"2.090,00 €","500,00-5.000,00",,2019,27/03/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01181,,PE00827,Parlamentare o membro del Governo,saponaramaria,Saponara,Maria,F,,,,party_website,Lega per Salvini Premier
,DO201902628,"910,00 €","500,00-5.000,00",,2019,09/05/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01181,,PE00827,Parlamentare o membro del Governo,saponaramaria,Saponara,Maria,F,,,,party_website,Lega per Salvini Premier
,DO201902636,"2.090,00 €","500,00-5.000,00",,2019,09/05/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01181,,PE00827,Parlamentare o membro del Governo,saponaramaria,Saponara,Maria,F,,,,party_website,Lega per Salvini Premier
,DO201903266,"910,00 €","500,00-5.000,00",,2019,05/06/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01181,,PE00827,Parlamentare o membro del Governo,saponaramaria,Saponara,Maria,F,,,,party_website,Lega per Salvini Premier
,DO201903287,"2.090,00 €","500,00-5.000,00",,2019,05/06/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01181,,PE00827,Parlamentare o membro del Governo,saponaramaria,Saponara,Maria,F,,,,party_website,Lega per Salvini Premier
,DO201904009,"910,00 €","500,00-5.000,00",,2019,11/07/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01181,,PE00827,Parlamentare o membro del Governo,saponaramaria,Saponara,Maria,F,,,,party_website,Lega per Salvini Premier
,DO201904019,"2.090,00 €","500,00-5.000,00",,2019,11/07/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01181,,PE00827,Parlamentare o membro del Governo,saponaramaria,Saponara,Maria,F,,,,party_website,Lega per Salvini Premier
,DO201904598,"910,00 €","500,00-5.000,00",,2019,06/08/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01181,,PE00827,Parlamentare o membro del Governo,saponaramaria,Saponara,Maria,F,,,,party_website,Lega per Salvini Premier
,DO201904610,"2.090,00 €","500,00-5.000,00",,2019,06/08/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01181,,PE00827,Parlamentare o membro del Governo,saponaramaria,Saponara,Maria,F,,,,party_website,Lega per Salvini Premier
,DO201904308,"2.000,00 €","500,00-5.000,00",contribution,2019,29/07/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01182,,,Persona,sardonesilviaserafina,Sardone,Silvia Serafina,F,,,,party_website,
35465,DO201801086,"24.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01186,,PE00831,Parlamentare o membro del Governo,sassorossano,Sasso,Rossano,M,,,,joint_declaration,
,DO201901301,"1.155,00 €","500,00-5.000,00",,2019,26/03/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01186,,PE00831,Parlamentare o membro del Governo,sassorossano,Sasso,Rossano,M,,,,party_website,Lega per Salvini Premier
,DO201901302,"1.155,00 €","500,00-5.000,00",,2019,26/03/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01186,,PE00831,Parlamentare o membro del Governo,sassorossano,Sasso,Rossano,M,,,,party_website,Lega per Salvini Premier
,DO201901310,"1.845,00 €","500,00-5.000,00",,2019,26/03/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01186,,PE00831,Parlamentare o membro del Governo,sassorossano,Sasso,Rossano,M,,,,party_website,Lega per Salvini Premier
,DO201901311,"1.845,00 €","500,00-5.000,00",,2019,26/03/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01186,,PE00831,Parlamentare o membro del Governo,sassorossano,Sasso,Rossano,M,,,,party_website,Lega per Salvini Premier
,DO201902812,"1.155,00 €","500,00-5.000,00",,2019,27/05/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01186,,PE00831,Parlamentare o membro del Governo,sassorossano,Sasso,Rossano,M,,,,party_website,Lega per Salvini Premier
,DO201902837,"1.845,00 €","500,00-5.000,00",,2019,27/05/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01186,,PE00831,Parlamentare o membro del Governo,sassorossano,Sasso,Rossano,M,,,,party_website,Lega per Salvini Premier
,DO201903924,"1.155,00 €","500,00-5.000,00",,2019,04/07/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01186,,PE00831,Parlamentare o membro del Governo,sassorossano,Sasso,Rossano,M,,,,party_website,Lega per Salvini Premier
,DO201903925,"1.155,00 €","500,00-5.000,00",,2019,04/07/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01186,,PE00831,Parlamentare o membro del Governo,sassorossano,Sasso,Rossano,M,,,,party_website,Lega per Salvini Premier
,DO201903933,"1.845,00 €","500,00-5.000,00",,2019,04/07/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01186,,PE00831,Parlamentare o membro del Governo,sassorossano,Sasso,Rossano,M,,,,party_website,Lega per Salvini Premier
,DO201903934,"1.845,00 €","500,00-5.000,00",,2019,04/07/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01186,,PE00831,Parlamentare o membro del Governo,sassorossano,Sasso,Rossano,M,,,,party_website,Lega per Salvini Premier
,DO201904662,"1.155,00 €","500,00-5.000,00",,2019,21/08/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01186,,PE00831,Parlamentare o membro del Governo,sassorossano,Sasso,Rossano,M,,,,party_website,Lega per Salvini Premier
,DO201904664,"1.845,00 €","500,00-5.000,00",,2019,21/08/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01186,,PE00831,Parlamentare o membro del Governo,sassorossano,Sasso,Rossano,M,,,,party_website,Lega per Salvini Premier
33884,DO201800896,"20.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01187,,PE00832,Parlamentare o membro del Governo,savianepaolo,Saviane,Paolo,M,,,,joint_declaration,
35350,DO201801033,"24.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01187,,PE00832,Parlamentare o membro del Governo,savianepaolo,Saviane,Paolo,M,,,,joint_declaration,
,DO201900656,"910,00 €","500,00-5.000,00",,2019,27/02/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01187,,PE00832,Parlamentare o membro del Governo,savianepaolo,Saviane,Paolo,M,,,,party_website,Lega per Salvini Premier
,DO201900703,"2.090,00 €","500,00-5.000,00",,2019,27/02/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01187,,PE00832,Parlamentare o membro del Governo,savianepaolo,Saviane,Paolo,M,,,,party_website,Lega per Salvini Premier
,DO201901507,"910,00 €","500,00-5.000,00",,2019,29/03/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01187,,PE00832,Parlamentare o membro del Governo,savianepaolo,Saviane,Paolo,M,,,,party_website,Lega per Salvini Premier
,DO201901588,"2.090,00 €","500,00-5.000,00",,2019,29/03/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01187,,PE00832,Parlamentare o membro del Governo,savianepaolo,Saviane,Paolo,M,,,,party_website,Lega per Salvini Premier
,DO201902325,"3.000,00 €","500,00-5.000,00",,2019,30/04/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01187,,PE00832,Parlamentare o membro del Governo,savianepaolo,Saviane,Paolo,M,,,,party_website,Lega per Salvini Premier
,DO201903045,"910,00 €","500,00-5.000,00",,2019,30/05/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01187,,PE00832,Parlamentare o membro del Governo,savianepaolo,Saviane,Paolo,M,,,,party_website,Lega per Salvini Premier
,DO201903092,"2.090,00 €","500,00-5.000,00",,2019,30/05/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01187,,PE00832,Parlamentare o membro del Governo,savianepaolo,Saviane,Paolo,M,,,,party_website,Lega per Salvini Premier
,DO201903719,"910,00 €","500,00-5.000,00",,2019,01/07/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01187,,PE00832,Parlamentare o membro del Governo,savianepaolo,Saviane,Paolo,M,,,,party_website,Lega per Salvini Premier
,DO201903815,"2.090,00 €","500,00-5.000,00",,2019,01/07/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01187,,PE00832,Parlamentare o membro del Governo,savianepaolo,Saviane,Paolo,M,,,,party_website,Lega per Salvini Premier
,DO201904344,"910,00 €","500,00-5.000,00",,2019,30/07/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01187,,PE00832,Parlamentare o membro del Governo,savianepaolo,Saviane,Paolo,M,,,,party_website,Lega per Salvini Premier
,DO201904441,"2.090,00 €","500,00-5.000,00",,2019,30/07/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01187,,PE00832,Parlamentare o membro del Governo,savianepaolo,Saviane,Paolo,M,,,,party_website,Lega per Salvini Premier
,DO201904897,"910,00 €","500,00-5.000,00",,2019,30/08/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01187,,PE00832,Parlamentare o membro del Governo,savianepaolo,Saviane,Paolo,M,,,,party_website,Lega per Salvini Premier
,DO201904959,"2.090,00 €","500,00-5.000,00",,2019,30/08/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01187,,PE00832,Parlamentare o membro del Governo,savianepaolo,Saviane,Paolo,M,,,,party_website,Lega per Salvini Premier
34250,DO201800942,"20.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01191,,PE00835,Parlamentare o membro del Governo,sbranarosellina,Sbrana,Rosellina,F,,,,joint_declaration,
35351,DO201801034,"24.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01191,,PE00835,Parlamentare o membro del Governo,sbranarosellina,Sbrana,Rosellina,F,,,,joint_declaration,
,DO201900639,"3.000,00 €","500,00-5.000,00",,2019,26/02/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01191,,PE00835,Parlamentare o membro del Governo,sbranarosellina,Sbrana,Rosellina,F,,,,party_website,Lega per Salvini Premier
,DO201901313,"3.000,00 €","500,00-5.000,00",,2019,26/03/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01191,,PE00835,Parlamentare o membro del Governo,sbranarosellina,Sbrana,Rosellina,F,,,,party_website,Lega per Salvini Premier
,DO201902081,"3.000,00 €","500,00-5.000,00",,2019,26/04/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01191,,PE00835,Parlamentare o membro del Governo,sbranarosellina,Sbrana,Rosellina,F,,,,party_website,Lega per Salvini Premier
,DO201902787,"3.000,00 €","500,00-5.000,00",,2019,24/05/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01191,,PE00835,Parlamentare o membro del Governo,sbranarosellina,Sbrana,Rosellina,F,,,,party_website,Lega per Salvini Premier
,DO201903569,"3.000,00 €","500,00-5.000,00",,2019,27/06/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01191,,PE00835,Parlamentare o membro del Governo,sbranarosellina,Sbrana,Rosellina,F,,,,party_website,Lega per Salvini Premier
,DO201904116,"3.000,00 €","500,00-5.000,00",,2019,24/07/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01191,,PE00835,Parlamentare o membro del Governo,sbranarosellina,Sbrana,Rosellina,F,,,,party_website,Lega per Salvini Premier
,DO201904669,"3.000,00 €","500,00-5.000,00",,2019,22/08/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01191,,PE00835,Parlamentare o membro del Governo,sbranarosellina,Sbrana,Rosellina,F,,,,party_website,Lega per Salvini Premier
34230,DO201800936,"20.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01209,,,Persona,scorzaombretta,Scorza,Ombretta,F,,,,joint_declaration,
,DO201903891,"1.155,00 €","500,00-5.000,00",,2019,03/07/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01209,,,Persona,scorzaombretta,Scorza,Ombretta,F,Tombolato,Battista,M,party_website,Lega per Salvini Premier
,DO201903892,"1.845,00 €","500,00-5.000,00",,2019,03/07/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01209,,,Persona,scorzaombretta,Scorza,Ombretta,F,Tombolato,Battista,M,party_website,Lega per Salvini Premier
,DO201904317,"1.155,00 €","500,00-5.000,00",,2019,30/07/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01209,,,Persona,scorzaombretta,Scorza,Ombretta,F,Tombolato,Battista,M,party_website,Lega per Salvini Premier
,DO201904318,"1.845,00 €","500,00-5.000,00",,2019,30/07/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01209,,,Persona,scorzaombretta,Scorza,Ombretta,F,Tombolato,Battista,M,party_website,Lega per Salvini Premier
,DO201900515,"3.000,00 €","500,00-5.000,00",contribution,2019,18/02/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01210,,,Persona,scottagiancarlo,Scottà,Giancarlo,M,,,,party_website,
,DO201901592,"3.000,00 €","500,00-5.000,00",contribution,2019,29/03/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01210,,,Persona,scottagiancarlo,Scottà,Giancarlo,M,,,,party_website,
35466,DO201801163,"27.155,00 €","10.000,01-50.000,00",contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01211,,,Persona,segnanastefania,Segnana,Stefania,F,,,,joint_declaration,
,DO201900899,"1.155,00 €","500,00-5.000,00",contribution,2019,01/03/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01211,,,Persona,segnanastefania,Segnana,Stefania,F,,,,party_website,
,DO201902759,"600,00 €","500,00-5.000,00",,2019,23/05/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01211,,,Persona,segnanastefania,Segnana,Stefania,F,,,,party_website,Lega per Salvini Premier
,DO201902772,"3.690,00 €","500,00-5.000,00",,2019,23/05/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01211,,,Persona,segnanastefania,Segnana,Stefania,F,,,,party_website,Lega per Salvini Premier
35292,DO201800311,"7.500,00 €","5.000,01-10.000,00",contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01225,,,Persona,simonettiroberto,Simonetti,Roberto,M,,,,joint_declaration,
33814,DO201800870,"20.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01249,,PE00881,Parlamentare o membro del Governo,stefanialberto,Stefani,Alberto,M,,,,joint_declaration,
35467,DO201801087,"24.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01249,,PE00881,Parlamentare o membro del Governo,stefanialberto,Stefani,Alberto,M,,,,joint_declaration,
,DO201901084,"1.155,00 €","500,00-5.000,00",,2019,05/03/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01249,,PE00881,Parlamentare o membro del Governo,stefanialberto,Stefani,Alberto,M,,,,party_website,Lega per Salvini Premier
,DO201901101,"1.845,00 €","500,00-5.000,00",,2019,05/03/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01249,,PE00881,Parlamentare o membro del Governo,stefanialberto,Stefani,Alberto,M,,,,party_website,Lega per Salvini Premier
,DO201901737,"3.000,00 €","500,00-5.000,00",,2019,02/04/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01249,,PE00881,Parlamentare o membro del Governo,stefanialberto,Stefani,Alberto,M,,,,party_website,Lega per Salvini Premier
,DO201903254,"1.845,00 €","500,00-5.000,00",,2019,04/06/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01249,,PE00881,Parlamentare o membro del Governo,stefanialberto,Stefani,Alberto,M,,,,party_website,Lega per Salvini Premier
,DO201903295,"1.155,00 €","500,00-5.000,00",,2019,06/06/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01249,,PE00881,Parlamentare o membro del Governo,stefanialberto,Stefani,Alberto,M,,,,party_website,Lega per Salvini Premier
,DO201903966,"1.155,00 €","500,00-5.000,00",,2019,08/07/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01249,,PE00881,Parlamentare o membro del Governo,stefanialberto,Stefani,Alberto,M,,,,party_website,Lega per Salvini Premier
,DO201903973,"1.845,00 €","500,00-5.000,00",,2019,08/07/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01249,,PE00881,Parlamentare o membro del Governo,stefanialberto,Stefani,Alberto,M,,,,party_website,Lega per Salvini Premier
,DO201904375,"1.155,00 €","500,00-5.000,00",,2019,30/07/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01249,,PE00881,Parlamentare o membro del Governo,stefanialberto,Stefani,Alberto,M,,,,party_website,Lega per Salvini Premier
,DO201904607,"1.845,00 €","500,00-5.000,00",,2019,06/08/2019,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01249,,PE00881,Parlamentare o membro del Governo,stefanialberto,Stefani,Alberto,M,,,,party_website,Lega per Salvini Premier
